"wealth_2016","family_income_78","mother_education","father_education","poverty_78","race","gender","afqt"
469745,1500,6,6,"yes","Hispanic","Female",29
63400,37500,13,12,"no","Hispanic","Male",78
166350,12500,3,5,"no","Hispanic","Male",84
233400,12500,5,5,"no","Hispanic","Female",19
1500,6500,0,10.9474264705882,"yes","Hispanic","Male",11
7300,17500,1,3,"no","Hispanic","Female",50
168750,5500,4,6,"yes","White","Male",31
50000,5500,3,6,"yes","Hispanic","Female",6
51500,17420.7361516035,6,6,"yes","Hispanic","Female",7
56124.5,12500,10.8690857046641,10.9474264705882,"no","Hispanic","Male",6
221500,12500,8,7,"no","Hispanic","Male",59
235700,22500,7,7,"no","Hispanic","Male",37
63500,17420.7361516035,2,11,"yes","Hispanic","Female",6
-440,17420.7361516035,4,3,"yes","Hispanic","Female",10
0,5500,8,14,"yes","Hispanic","Male",18
-4000,50000,7,10.9474264705882,"no","Hispanic","Male",12
1150,17420.7361516035,12,10.9474264705882,"yes","Black","Female",22
-38500,12500,14,12,"no","Black","Female",36
269000,12500,10,0,"no","Hispanic","Male",21
230700,12500,10,0,"no","Hispanic","Male",8
30400,12500,6,6,"no","Hispanic","Female",12
18925,17420.7361516035,11,10.9474264705882,"yes","Black","Female",41
40000,6500,10.8690857046641,10,"yes","Black","Male",18
31500,6500,10,8,"yes","Black","Male",7
0,4500,11,9,"yes","White","Male",14
6755,37500,12,14,"no","Black","Female",38
46750,37500,12,14,"no","Black","Male",9
26500,37500,12,16,"no","Black","Female",20
42500,37500,13,12,"no","Black","Male",8
-76500,12500,14,12,"no","Black","Female",49
-50920,17500,10.8690857046641,10.9474264705882,"no","Black","Female",40
1455752,17420.7361516035,12,12,"yes","Black","Male",46
197000,17500,12,10.9474264705882,"no","Black","Male",46
0,17500,12,10.9474264705882,"no","Black","Male",1
10750,17420.7361516035,11,12,"yes","Black","Male",4
0,17420.7361516035,9,10,"yes","Black","Male",1
123800,17500,12,11,"no","Black","Male",36
7300,37500,11,10.9474264705882,"no","Black","Male",27
683858.5,37500,12,12,"no","Black","Female",13
189000,17420.7361516035,11,5,"yes","Black","Male",13
-11450,17420.7361516035,11,10.9474264705882,"yes","Black","Male",13
-10500,37500,12,8,"no","Black","Male",7
1500,37500,12,8,"no","Black","Male",4
40000,17500,12,8,"no","Black","Male",8
105700,3500,7,2,"yes","Black","Female",33
263904.5,17420.7361516035,9,12,"yes","Black","Male",20
547700,17420.7361516035,12,11,"yes","Black","Male",9
2600,17500,12,4,"no","Black","Female",6
-12084,12500,10.8690857046641,12,"no","Black","Female",34
3250,50000,9,10.9474264705882,"no","Black","Male",34
250,7500,9,8,"no","Black","Female",2
220000,37500,12,10.9474264705882,"no","Black","Female",31
179250,17420.7361516035,12,9,"yes","White","Male",12
123700,17420.7361516035,10.8690857046641,10,"yes","Black","Male",1
20705,17420.7361516035,11,9,"yes","Black","Male",25
230000,17420.7361516035,10,5,"yes","Black","Female",8
-61000,2500,12,10,"yes","Black","Female",7
600,2500,12,11,"yes","Black","Male",1
2682.5,2500,10,12,"yes","Black","Female",13
67534,8500,11,11,"no","Black","Female",15
0,3500,0,10.9474264705882,"yes","Black","Male",5
6750,4500,11,10.9474264705882,"yes","Black","Male",6
10510,1500,11,10.9474264705882,"yes","Black","Female",36
12300,2500,9,6,"yes","Black","Female",4
-10000,2500,10,6,"yes","Black","Female",14
89300,17420.7361516035,11,10,"yes","Black","Female",20
0,8500,10.8690857046641,10.9474264705882,"no","Black","Male",2
44000,2500,10,10.9474264705882,"yes","Black","Female",2
0,7500,5,7,"yes","Black","Male",2
0,5500,10,10.9474264705882,"yes","Black","Male",4
-500,17420.7361516035,11,10.9474264705882,"yes","Black","Female",4
0,17420.7361516035,11,10,"yes","Black","Male",5
143175,6500,12,12,"yes","Black","Female",6
0,2500,9,8,"yes","Black","Male",16
28050,2500,9,8,"yes","Black","Male",49
0,3500,11,8,"yes","Black","Male",8
18000,17420.7361516035,14,14,"yes","Black","Male",74
-7.5,5500,3,0,"yes","Black","Female",9
-2250,5500,4,10.9474264705882,"yes","Black","Female",32
143280,17420.7361516035,8,12,"yes","Black","Female",23
237000,9500,5,5,"no","Black","Male",12
83899.5,8500,10,10.9474264705882,"no","Black","Female",35
0,8500,12,10.9474264705882,"no","White","Male",4
111250,8500,11,8,"no","Black","Male",8
5000,12500,8,5,"no","Black","Female",13
-3825,2500,10,10.9474264705882,"yes","Black","Male",6
0,3500,4,8,"yes","Black","Female",1
85250,12500,7,10.9474264705882,"no","Black","Male",47
0,12500,5,3,"yes","Hispanic","Male",6
0,12500,8,3,"yes","Black","Male",13
-15000,17420.7361516035,12,9,"yes","White","Female",5
-524,2500,5,10.9474264705882,"yes","Black","Female",5
151850,17420.7361516035,9,10.9474264705882,"yes","Black","Female",41
500,17420.7361516035,12,10.9474264705882,"yes","White","Male",5
0,17420.7361516035,12,7,"yes","Black","Male",8
90650,17420.7361516035,12,7,"yes","Black","Female",21
22600,17420.7361516035,12,9,"yes","Black","Male",11
70250,17420.7361516035,12,9,"yes","Black","Male",5
0,17420.7361516035,11,10.9474264705882,"yes","Black","Male",8
34405,9500,10.8690857046641,10.9474264705882,"no","Black","Female",19
3508.5,17420.7361516035,10.8690857046641,3,"yes","Black","Female",1
-2550,17420.7361516035,8,7,"yes","Black","Male",22
8600,17420.7361516035,11,10.9474264705882,"yes","Black","Female",11
420,12500,12,12,"no","Black","Male",28
-3500,3500,8,5,"yes","Black","Female",8
1759.5,8500,9,8,"no","Black","Female",8
67500,8500,9,9,"yes","Black","Male",8
91450,9500,11,10,"no","Black","Male",14
-2142.5,7500,9,11,"no","Black","Female",11
16000,9500,10,1,"yes","Black","Female",35
20250,9500,10,1,"yes","Black","Male",24
157636,7500,10,10.9474264705882,"no","Black","Female",59
0,4500,11,12,"yes","Black","Male",13
-39800,17420.7361516035,13,13,"yes","White","Female",75
90050,37500,18,14,"no","White","Female",53
27825,2500,6,10.9474264705882,"yes","Black","Male",1
18000,12500,12,6,"no","Black","Female",5
125,12500,12,6,"no","Black","Female",14
147000,17420.7361516035,6,10.9474264705882,"yes","Black","Male",18
0,9500,11,5,"yes","Black","Female",23
1132.5,6500,11,5,"yes","Black","Male",2
8983,7500,4,10.9474264705882,"no","Black","Female",26
16850,3500,6,10.9474264705882,"yes","Black","Female",10
6750,3500,6,10.9474264705882,"yes","Black","Male",46
211500,17420.7361516035,9,2,"yes","Black","Male",20
-5000,17500,8,10.9474264705882,"no","Black","Male",16
750,17500,8,10.9474264705882,"no","Black","Female",12
75757,17500,8,10.9474264705882,"no","Black","Female",17
56000,17420.7361516035,0,4,"yes","Black","Male",11
71894.5,17420.7361516035,16,9,"yes","Black","Male",45
38800,17420.7361516035,12,8,"yes","Black","Male",51
2276,12500,12,10,"no","Black","Male",37
-10000,37500,10.8690857046641,8,"no","Black","Female",52
59200,12500,8,10.9474264705882,"no","Black","Male",17
-4900,6500,8,10.9474264705882,"yes","Black","Female",3
38500,6500,9,10.9474264705882,"yes","Black","Female",8
15300,12500,5,3,"no","Hispanic","Female",8
471500,3500,9,11,"yes","White","Male",30
-2650,3500,7,8,"yes","Black","Female",32
11250,17420.7361516035,6,10.9474264705882,"yes","Hispanic","Female",17
251000,17420.7361516035,5,0,"yes","Hispanic","Female",22
-1460,17420.7361516035,5,0,"yes","Hispanic","Female",12
73250,17420.7361516035,5,0,"yes","Hispanic","Female",43
524400,7500,7,12,"yes","White","Male",4
29400,7500,9,12,"yes","White","Female",15
295835,7500,13,12,"yes","Hispanic","Female",47
10900,5500,12,12,"yes","Black","Male",86
-1050,9500,9,12,"no","Hispanic","Male",11
6607.5,9500,9,12,"no","Hispanic","Female",11
10270,9500,9,12,"no","Hispanic","Female",18
789579.5,12500,14,17,"no","Black","Male",56
191500,12500,10,10,"no","Hispanic","Male",19
-3000,6500,9,10.9474264705882,"no","Hispanic","Female",35
262750,8500,9,12,"no","Hispanic","Female",20
165400,17420.7361516035,5,10.9474264705882,"yes","Hispanic","Female",13
100000,7500,13,12,"yes","Hispanic","Female",18
-20000,17420.7361516035,4,6,"yes","Hispanic","Female",32
63900,5500,4,10.9474264705882,"no","Hispanic","Male",13
48,17420.7361516035,5,0,"yes","Hispanic","Female",1
10196,5500,3,6,"yes","Hispanic","Female",6
27900,17420.7361516035,3,3,"yes","Hispanic","Male",1
32000,17420.7361516035,9,9,"yes","Hispanic","Female",1
6500,6500,12,10.9474264705882,"yes","Black","Male",38
67250,6500,11,10.9474264705882,"yes","Black","Female",18
600,4500,3,8,"yes","Hispanic","Male",12
0,4500,2,6,"yes","Hispanic","Male",1
157540,17420.7361516035,0,5,"yes","Hispanic","Female",19
1850,4500,10.8690857046641,10.9474264705882,"yes","Black","Male",3
0,4500,8,6,"yes","Black","Female",18
-21300,4500,9,6,"yes","Black","Male",19
169500,3500,3,10,"yes","Hispanic","Male",3
-17850,3500,3,10,"yes","Hispanic","Male",1
500,1500,4,0,"yes","Hispanic","Male",2
179500,17500,12,11,"no","Black","Male",24
12000,4500,8,0,"yes","Hispanic","Male",6
-2550,6500,12,12,"no","Black","Female",94
3000,5500,10,10,"yes","Black","Male",17
161000,17420.7361516035,11,11,"yes","Black","Male",43
125000,12500,12,12,"no","Black","Male",20
-1800,12500,14,4,"no","Black","Male",45
70100,12500,14,4,"no","Black","Male",2
1358368.5,12500,14,4,"no","Black","Female",31
156500,3500,12,12,"yes","Black","Male",5
0,3500,12,12,"yes","Black","Male",16
-19790,8500,2,13,"yes","White","Female",17
-9050,8500,2,10.9474264705882,"yes","Black","Male",14
5100,6500,12,20,"no","Black","Female",22
0,12500,12,12,"no","Black","Male",11
151209.5,17420.7361516035,12,12,"yes","Black","Female",46
17500,12500,8,12,"no","Black","Female",52
1986544.5,22500,12,12,"no","Black","Male",43
178468,5500,12,10.9474264705882,"yes","Black","Male",17
2500,9500,12,12,"no","Black","Male",4
0,9500,12,12,"no","Black","Male",1
298000,12500,10,10.9474264705882,"no","Black","Female",65
36500,1500,12,0,"yes","Black","Female",26
15100,17500,6,6,"no","Black","Female",11
-196375,12500,10.8690857046641,10.9474264705882,"no","Black","Male",26
5000,12500,10.8690857046641,12,"no","Black","Female",9
-4620,4500,12,11,"yes","Black","Female",20
58750,4500,12,10.9474264705882,"yes","Black","Female",16
363850,22500,12,12,"no","White","Male",83
58500,17420.7361516035,9,12,"yes","Black","Female",46
3000,12500,12,9,"no","Hispanic","Female",1
-17734,17420.7361516035,11,6,"yes","Hispanic","Female",32
29600,17500,12,12,"no","Hispanic","Male",34
-34000,12500,13,6,"no","Hispanic","Male",6
-8940,12500,13,10.9474264705882,"no","Hispanic","Female",46
175000,12500,13,10.9474264705882,"no","Hispanic","Female",63
17700,17500,10.8690857046641,10.9474264705882,"no","Black","Male",3
18600,4500,11,11,"yes","Hispanic","Male",3
409500,12500,12,12,"no","Hispanic","Female",12
10000,12500,11,16,"no","Black","Female",60
0,8500,9,7,"no","Black","Male",4
856700,8500,15,9,"no","Hispanic","Female",40
6500,8500,15,10.9474264705882,"no","Hispanic","Female",17
0,17420.7361516035,11,11,"yes","White","Male",6
658000,8500,6,6,"no","Black","Male",53
430000,17420.7361516035,6,4,"yes","Hispanic","Female",1
687000,7500,11,4,"yes","Hispanic","Male",60
-500,7500,11,4,"yes","Hispanic","Male",14
810000,17500,10,11,"no","White","Female",39
-2750,17420.7361516035,7,17,"yes","Hispanic","Female",50
-73000,17420.7361516035,6,6,"yes","Hispanic","Female",1
-161,17420.7361516035,12,5,"yes","Hispanic","Female",11
2250,17420.7361516035,12,5,"yes","Hispanic","Female",5
80750,6500,5,3,"yes","Hispanic","Male",12
322750,6500,5,3,"yes","Hispanic","Male",18
95600,6500,5,3,"yes","Hispanic","Female",5
1612900,17500,10,6,"no","Hispanic","Male",88
0,2500,9,0,"yes","Black","Male",10
3050,5500,10.8690857046641,7,"yes","Black","Male",1
24700,17420.7361516035,8,10.9474264705882,"yes","Black","Female",17
0,4500,10.8690857046641,10.9474264705882,"no","Black","Male",1
99824,17420.7361516035,12,11,"yes","Black","Female",31
0,4500,7,10.9474264705882,"yes","Black","Female",11
13550,2500,12,10.9474264705882,"yes","Black","Male",16
435968,17420.7361516035,11,11,"yes","Black","Female",18
515135,50000,16,17,"no","White","Male",91
-46450,17420.7361516035,12,12,"yes","White","Male",94
880000,37500,12,12,"no","Black","Female",51
473800,37500,12,12,"no","Black","Male",52
124000,37500,8,8,"no","Black","Female",18
262162.5,22500,12,6,"no","White","Male",11
1901875,22500,12,6,"no","Hispanic","Male",38
208500,22500,12,6,"no","White","Male",26
0,17420.7361516035,12,12,"yes","Black","Male",36
0,17420.7361516035,9,10.9474264705882,"yes","Black","Female",4
7000,6500,6,3,"no","Hispanic","Female",4
0,17420.7361516035,8,10.9474264705882,"yes","Hispanic","Male",8
28000,12500,6,3,"yes","Black","Male",9
0,6500,9,11,"yes","Black","Female",39
-5000,6500,9,10.9474264705882,"yes","Black","Male",29
-14000,6500,9,11,"yes","Black","Male",29
-8100,9500,8,6,"no","Black","Female",18
142200,17420.7361516035,12,15,"yes","Black","Female",56
109800,37500,4,0,"no","Hispanic","Female",15
117552.5,37500,4,0,"no","Hispanic","Male",8
20700,9500,10,8,"no","Black","Male",8
166929.5,9500,10,8,"no","Black","Female",67
603100,6500,9,12,"yes","Black","Female",36
250662.5,4500,12,12,"yes","Black","Male",39
-188523,17420.7361516035,6,3,"yes","Black","Female",17
22000,17420.7361516035,6,0,"yes","Hispanic","Female",54
58800,12500,10.8690857046641,10.9474264705882,"no","Black","Female",20
-52500,12500,13,10.9474264705882,"no","Black","Female",9
0,17420.7361516035,0,0,"yes","Hispanic","Female",2
63015,8500,8,10,"no","Hispanic","Male",4
422200,4500,10,10.9474264705882,"yes","Black","Female",30
0,4500,10,10.9474264705882,"yes","Black","Female",12
0,17420.7361516035,12,12,"yes","Hispanic","Female",2
0,7500,12,12,"yes","Hispanic","Male",1
-4700,7500,12,12,"yes","Hispanic","Male",1
21525,7500,8,8,"no","Hispanic","Male",19
10164,7500,8,8,"no","Hispanic","Female",17
-2383,6500,6,10.9474264705882,"yes","Black","Female",14
490800,17420.7361516035,12,12,"yes","Black","Male",77
436000,17500,6,16,"no","White","Male",22
25000,17500,11,10.9474264705882,"no","Hispanic","Male",42
4000,17420.7361516035,10,10.9474264705882,"yes","Black","Male",28
0,17420.7361516035,10,7,"yes","Black","Male",19
1500,17420.7361516035,11,10.9474264705882,"yes","Black","Female",26
0,17420.7361516035,10.8690857046641,11,"yes","Black","Female",11
-14000,8500,6,14,"yes","Black","Female",20
0,8500,6,12,"yes","Black","Female",2
0,8500,6,14,"yes","Black","Female",1
110000,8500,6,14,"yes","Black","Female",30
-8250,17420.7361516035,8,8,"yes","Black","Male",8
63500,8500,12,13,"no","Black","Male",12
-2000,17420.7361516035,12,12,"yes","Black","Female",3
16000,12500,11,8,"no","Black","Female",26
-7500,12500,11,8,"no","Black","Male",11
225000,4500,12,9,"yes","Black","Male",37
113400,12500,12,8,"no","Black","Male",49
-1050,17420.7361516035,12,12,"yes","Black","Male",11
60195.5,17420.7361516035,10,10.9474264705882,"yes","Hispanic","Female",32
223850,17500,12,11,"no","Hispanic","Female",64
351350,37500,12,12,"no","Hispanic","Female",47
462050,37500,12,12,"no","Hispanic","Female",26
232500,37500,12,12,"no","Hispanic","Male",37
16125,17500,14,12,"no","Black","Female",81
0,22500,12,11,"no","Black","Male",1
0,17420.7361516035,12,12,"yes","Black","Male",31
293538,5500,12,12,"yes","Black","Female",24
5550,17420.7361516035,12,8,"yes","White","Female",45
262250,9500,12,12,"no","White","Male",91
25775,22500,10.8690857046641,10.9474264705882,"no","White","Male",1
14877.5,12500,14,14,"no","Black","Female",42
95650,12500,14,14,"no","Black","Female",54
323850,22500,10,13,"no","Black","Male",64
500000,17500,10,17,"no","Hispanic","Female",24
937000,17500,10,17,"no","Hispanic","Male",63
-4150,17500,10,17,"no","Hispanic","Male",12
341072,17500,14,12,"no","Black","Female",32
71650,17420.7361516035,10,12,"yes","White","Female",49
27300,22500,9,12,"no","White","Male",14
10250,37500,12,9,"no","Hispanic","Female",27
230700,37500,12,9,"no","White","Male",37
146,17420.7361516035,9,10.9474264705882,"yes","White","Female",19
138500,22500,12,7,"no","Hispanic","Male",57
-173100,3500,5,14,"yes","Hispanic","Female",16
897460,12500,8,8,"no","Hispanic","Female",5
786248,12500,12,16,"no","Hispanic","Female",63
55598,17420.7361516035,12,18,"yes","Hispanic","Female",38
182750,12500,6,7,"no","Hispanic","Female",42
612500,17500,12,12,"no","Hispanic","Female",32
633364.5,22500,17,20,"no","Hispanic","Male",99
80000,12500,12,12,"no","White","Male",45
-138700,6500,12,11,"yes","Black","Male",58
1845054.5,17500,14,12,"no","Black","Female",32
50300,17500,12,12,"no","Black","Female",35
250550,7500,12,6,"no","Black","Female",42
191500,12500,12,11,"no","Black","Male",45
2500,7500,12,12,"no","Black","Male",31
0,7500,12,4,"yes","Black","Female",6
125,7500,12,4,"yes","Black","Male",4
500,17420.7361516035,10,14,"yes","Black","Male",18
11500,17500,11,12,"no","Black","Male",34
12000,17500,11,14,"no","Black","Female",14
-700,17500,11,14,"no","Black","Male",3
5625,8500,8,3,"yes","Black","Female",14
31650,17500,12,11,"no","Black","Male",4
0,12500,12,12,"no","Black","Male",13
150500,17420.7361516035,12,8,"yes","Black","Male",97
-31187.5,17420.7361516035,12,13,"yes","Black","Female",38
190650,17420.7361516035,10.8690857046641,12,"yes","Black","Female",56
-172700,9500,12,7,"no","Black","Female",14
-8900,17420.7361516035,13,12,"yes","Black","Male",82
210625,17420.7361516035,13,13,"yes","Black","Female",76
11450,17420.7361516035,9,3,"yes","White","Female",4
0,17420.7361516035,10.8690857046641,16,"yes","Black","Female",10
110450,6500,13,12,"no","White","Female",12
23960.5,7500,15,16,"no","Black","Female",15
-4950,12500,6,10.9474264705882,"no","Black","Male",6
95000,12500,14,10.9474264705882,"no","Black","Male",44
266150,17500,8,9,"no","Hispanic","Male",12
-13700,37500,16,13,"no","Black","Male",35
45000,37500,12,12,"no","Black","Male",1
203300,12500,10.8690857046641,7,"no","Hispanic","Male",6
118700,12500,7,9,"no","Hispanic","Female",57
0,22500,8,11,"no","Hispanic","Male",11
138000,37500,9,9,"no","Hispanic","Male",17
214500,37500,10,9,"no","Hispanic","Male",70
497750,17420.7361516035,10.8690857046641,12,"yes","Hispanic","Female",8
272050,17500,6,9,"no","Hispanic","Male",20
257000,17420.7361516035,9,12,"yes","White","Male",78
883121,17420.7361516035,9,12,"yes","White","Female",31
546750,37500,12,16,"no","White","Male",84
172000,22500,12,10,"no","White","Female",46
556000,22500,12,10,"no","White","Female",25
58577,17500,0,0,"no","Hispanic","Female",16
169250,17500,0,0,"no","Hispanic","Male",4
336000,17500,0,0,"no","Hispanic","Female",13
164000,17500,0,0,"no","Hispanic","Male",12
150000,17420.7361516035,6,2,"yes","Hispanic","Male",7
3150,17420.7361516035,6,2,"yes","Hispanic","Male",3
6114.5,17420.7361516035,6,2,"yes","Hispanic","Female",12
234750,17500,12,14,"no","Hispanic","Female",60
0,17500,12,14,"no","Hispanic","Male",33
-178295,17500,12,14,"no","Hispanic","Male",32
150500,12500,11,8,"no","Black","Male",28
1750,8500,12,12,"no","Black","Male",11
8725,8500,12,12,"no","Black","Female",8
120500,17500,3,0,"no","Hispanic","Male",65
120500,12500,3,0,"no","Hispanic","Female",23
-29900,12500,10.8690857046641,12,"no","Hispanic","Male",5
8000,7500,6,6,"no","Hispanic","Male",13
74375,7500,5,6,"no","Hispanic","Female",8
-37350,17500,0,4,"no","Hispanic","Female",60
40000,12500,0,5,"no","Hispanic","Female",25
-3575,12500,0,5,"no","Hispanic","Female",27
0,12500,0,5,"no","Hispanic","Male",7
0,2500,12,12,"yes","Hispanic","Male",3
6000,1500,3,3,"yes","Hispanic","Female",19
2000,17420.7361516035,0,0,"yes","Hispanic","Female",3
3749941,17420.7361516035,0,0,"yes","Hispanic","Male",27
32000,37500,13,14,"no","White","Male",30
2200,2500,9,12,"yes","White","Female",6
4000,22500,12,10,"no","Hispanic","Male",60
0,17420.7361516035,10.8690857046641,10.9474264705882,"yes","Hispanic","Male",4
-9175,17420.7361516035,8,8,"yes","Hispanic","Male",16
-250330,17420.7361516035,8,10.9474264705882,"yes","Hispanic","Female",37
136420.5,17420.7361516035,10,10,"yes","Hispanic","Female",26
208970,9500,0,0,"yes","Hispanic","Male",27
120000,22500,12,12,"no","White","Female",10
-14400,8500,9,10.9474264705882,"yes","White","Male",62
-13620,17500,10.8690857046641,12,"no","Hispanic","Female",38
39431.5,12500,12,9,"yes","Black","Female",50
-190800,12500,12,10,"yes","Black","Female",34
102300,17500,12,8,"no","Black","Male",42
-400,17500,12,10.9474264705882,"no","Black","Female",1
0,37500,7,11,"no","White","Male",3
1484603,17420.7361516035,9,10.9474264705882,"yes","Hispanic","Male",95
135000,9500,12,12,"yes","Black","Female",10
13650,17500,12,13,"no","Black","Male",32
-14650,17500,16,13,"no","Black","Male",18
633000,12500,12,10.9474264705882,"no","Hispanic","Male",57
229300,12500,12,12,"no","Hispanic","Male",23
254000,12500,12,12,"no","Hispanic","Male",6
-2700,37500,11,12,"no","Hispanic","Female",20
131500,37500,12,12,"no","White","Male",50
132700,37500,8,16,"no","Hispanic","Female",76
2382814,37500,8,16,"no","Hispanic","Female",68
1269500,17420.7361516035,12,12,"yes","White","Male",51
-225433,17420.7361516035,12,12,"yes","White","Male",22
57400,22500,2,9,"no","Hispanic","Male",64
1925,22500,12,12,"no","Hispanic","Female",4
-3600,17500,12,11,"no","Hispanic","Female",18
4500,12500,4,7,"no","Hispanic","Male",22
3750,17420.7361516035,0,3,"yes","Hispanic","Male",1
0,12500,0,0,"no","Hispanic","Male",1
1620,12500,0,0,"no","Hispanic","Male",1
12800,17420.7361516035,14,18,"yes","Hispanic","Female",25
95500,17500,8,11,"no","Hispanic","Female",21
111270.5,17500,16,10.9474264705882,"no","Black","Male",17
127000,17500,16,16,"no","Black","Male",32
23650,17500,12,10.9474264705882,"no","Hispanic","Male",73
830651,17420.7361516035,10.8690857046641,10.9474264705882,"yes","Hispanic","Male",66
102600,7500,10,10,"yes","Hispanic","Female",86
-5450,17420.7361516035,5,10.9474264705882,"yes","Hispanic","Male",41
-3250,22500,10.8690857046641,12,"no","White","Female",29
391350,17420.7361516035,12,12,"yes","Hispanic","Female",38
171200,17420.7361516035,6,10.9474264705882,"yes","Hispanic","Female",4
156300,12500,0,10.9474264705882,"no","Hispanic","Female",11
1500,17420.7361516035,10.8690857046641,3,"yes","Hispanic","Female",2
50000,17420.7361516035,6,6,"yes","Hispanic","Female",12
0,17420.7361516035,10,10.9474264705882,"yes","Black","Male",4
1000,17500,14,18,"no","Black","Male",13
-174472,22500,14,16,"no","Black","Female",12
550261,22500,14,16,"no","Black","Male",7
925,17420.7361516035,11,6,"yes","Hispanic","Female",6
131300,17500,6,0,"no","Hispanic","Female",3
0,17500,6,0,"no","Hispanic","Male",1
273000,12500,6,8,"no","Hispanic","Male",48
5526252,17420.7361516035,2,10.9474264705882,"yes","Hispanic","Male",20
4950,17420.7361516035,0,0,"yes","Hispanic","Female",1
3900,17420.7361516035,10.8690857046641,10.9474264705882,"yes","Hispanic","Female",6
-91900,8500,6,4,"no","Hispanic","Male",13
330000,12500,2,2,"yes","Hispanic","Male",49
790,4500,8,10.9474264705882,"yes","Black","Female",16
-26875,4500,8,8,"yes","Black","Male",59
-30335.5,8500,2,3,"yes","Hispanic","Female",4
52122.5,8500,4,6,"yes","Hispanic","Female",3
8775,3500,0,10.9474264705882,"yes","Hispanic","Male",2
5500,3500,2,2,"yes","Hispanic","Male",1
82000,17420.7361516035,10.8690857046641,10.9474264705882,"yes","Hispanic","Female",11
328000,17420.7361516035,10.8690857046641,10.9474264705882,"yes","White","Female",8
15450,22500,12,11,"no","Hispanic","Male",38
-5000,37500,12,12,"no","Black","Male",14
690150,12500,12,0,"no","Hispanic","Female",64
6900,22500,8,0,"no","Hispanic","Male",27
4500,6500,11,12,"yes","Hispanic","Male",15
94850,12500,10.8690857046641,6,"no","Hispanic","Female",24
83000,17420.7361516035,4,12,"yes","Hispanic","Female",36
0,17420.7361516035,11,8,"yes","Black","Male",1
167500,3500,4,6,"yes","Black","Male",1
4250,12500,12,12,"no","Hispanic","Male",55
291000,12500,12,12,"no","Hispanic","Female",25
20250,4500,12,12,"yes","Hispanic","Male",38
548264.5,37500,12,6,"no","Hispanic","Male",52
10000,17500,12,6,"no","Hispanic","Female",34
246000,17500,8,10,"no","Hispanic","Male",66
82800,22500,12,12,"no","Black","Female",66
64750,17420.7361516035,2,2,"yes","Hispanic","Male",6
1265,37500,0,8,"no","Hispanic","Female",24
238263,7500,4,6,"yes","Hispanic","Female",3
185500,7500,4,12,"yes","Hispanic","Male",1
115350,17420.7361516035,10.8690857046641,3,"yes","Hispanic","Male",24
113000,17420.7361516035,9,10.9474264705882,"yes","Hispanic","Female",16
0,5500,8,9,"yes","Hispanic","Male",5
115400,5500,7,9,"yes","White","Male",2
275,5500,6,1,"yes","Hispanic","Female",9
98650,9500,2,2,"yes","Hispanic","Female",9
45250,9500,0,0,"yes","Hispanic","Female",3
3078126,17420.7361516035,15,10,"yes","Hispanic","Female",53
-9900,9500,9,9,"no","Black","Female",26
174500,37500,2,0,"no","Hispanic","Female",4
38200,37500,2,0,"no","Hispanic","Male",6
32500,37500,2,0,"no","Hispanic","Male",11
37900,17500,3,6,"no","Hispanic","Female",60
595500,17500,3,6,"no","Hispanic","Female",30
148000,17420.7361516035,10,6,"yes","White","Female",28
195000,17420.7361516035,9,3,"yes","Hispanic","Male",11
308600,17420.7361516035,10.8690857046641,6,"yes","Hispanic","Female",7
14650,17420.7361516035,6,0,"yes","Hispanic","Male",45
67400,17420.7361516035,4,0,"yes","Hispanic","Male",51
-64800,17420.7361516035,5,12,"yes","White","Male",25
6000,6500,10.8690857046641,12,"yes","Hispanic","Male",41
66550,12500,5,10.9474264705882,"yes","Hispanic","Male",1
1000,17420.7361516035,3,2,"yes","Hispanic","Female",4
28400,12500,3,0,"no","Hispanic","Male",2
0,12500,10.8690857046641,10.9474264705882,"no","Hispanic","Male",11
64250,8500,8,4,"yes","Hispanic","Female",30
94800,8500,8,4,"yes","Hispanic","Male",21
80700,5500,3,10.9474264705882,"yes","Hispanic","Female",34
56600,9500,12,8,"yes","Black","Male",12
167850,9500,12,8,"yes","Black","Male",8
0,3500,9,10.9474264705882,"yes","Black","Female",2
40875,17420.7361516035,6,8,"yes","Black","Female",27
-103,17420.7361516035,10.8690857046641,10.9474264705882,"yes","Black","Female",4
240950,17420.7361516035,12,12,"yes","Black","Male",25
-1637.5,2500,10,12,"yes","Black","Male",12
166735,37500,13,17,"no","Hispanic","Male",91
0,17420.7361516035,4,12,"yes","Black","Female",9
45562.5,12500,7,8,"no","Black","Female",16
43900,12500,10,6,"no","Black","Male",27
36750,12500,10,6,"no","Black","Female",18
88450,12500,10,10,"no","Black","Male",6
21016.5,8500,12,8,"no","Black","Female",9
2500,2500,6,10.9474264705882,"yes","Black","Female",8
225350,2500,11,10.9474264705882,"yes","Black","Female",35
24600,7500,12,15,"yes","Black","Male",6
10000,6500,11,5,"no","Black","Female",7
155500,12500,12,12,"no","Black","Male",13
37725,12500,12,12,"no","Black","Female",10
132532.5,12500,12,12,"no","Black","Male",20
4035,6500,5,5,"yes","Black","Female",6
9000,4500,9,10,"yes","Black","Male",16
373250,9500,9,10.9474264705882,"no","Black","Female",64
246500,9500,8,9,"no","Black","Male",12
16000,9500,9,10.9474264705882,"no","Black","Female",22
0,3500,10.8690857046641,10.9474264705882,"yes","Black","Male",3
50000,5500,8,13,"yes","Black","Male",8
