"CASEID_1979","HHID_1979","FAMSIZE_1979","AGE_IN_DEC_79","BORN_US","MOTHER_EDUC","MOTHER_EDUC_MISSING","FATHER_EDUC","FATHER_EDUC_MISSING","RACE","SEX","URBAN_RURAL","HOME_LANGUAGE","MOTHER_OCCUPATION","FATHER_OCCUPATION","FAMILY_INCOME_78","FAMILY_INCOME_78_MISSING","POVSTATUS_78","AFQT","Y"
10042,10042,6,19.3333333333333,"YES",11,0,6,0,"Asian or Pacific Islander","FEMALE","RURAL","Yes","Missing","601 TO 715: 601-715 OPERATIVES AND KINDRED",12500,0,"NOT IN POVERTY",16,NA
10043,10043,6,20.5,"YES",2,0,3,0,"Hispanic","MALE","RURAL","Yes","FARM","821 TO 824: 821-824 FARM LABORERS AND FOREMAN",8500,0,"IN POVERTY",NA,90700
10044,10044,4,16.5,"YES",12,0,6,0,"Native American","FEMALE","RURAL","No (or Missing)","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD","801 TO 802: 801-802 FARMERS AND FARM MANAGERS",5500,0,"IN POVERTY",26,NA
10045,10044,4,15.5,"YES",12,0,6,0,"Native American","FEMALE","RURAL","No (or Missing)","Missing","821 TO 824: 821-824 FARM LABORERS AND FOREMAN",5500,0,"IN POVERTY",17,NA
10046,10046,4,17.5,"YES",9,0,9,0,"Black","MALE","RURAL","No (or Missing)","Missing","601 TO 715: 601-715 OPERATIVES AND KINDRED",9500,0,"NOT IN POVERTY",14,NA
10047,10046,4,15.25,"YES",9,0,9,0,"Black","FEMALE","RURAL","No (or Missing)","Missing","Missing",9500,0,"NOT IN POVERTY",26,-9900
10048,10048,8,21,"NO",2,0,0,0,"Hispanic","FEMALE","RURAL","Yes","Missing","821 TO 824: 821-824 FARM LABORERS AND FOREMAN",37500,0,"NOT IN POVERTY",4,174500
10049,10048,9,18.5,"NO",2,0,0,0,"Hispanic","FEMALE","RURAL","Yes","Missing","821 TO 824: 821-824 FARM LABORERS AND FOREMAN",37500,0,"NOT IN POVERTY",9,NA
10050,10048,9,16.75,"NO",2,0,0,0,"Hispanic","MALE","RURAL","Yes","Missing","821 TO 824: 821-824 FARM LABORERS AND FOREMAN",37500,0,"NOT IN POVERTY",6,38200
10051,10048,9,14.8333333333333,"NO",2,0,0,0,"Hispanic","MALE","RURAL","Yes","Missing","821 TO 824: 821-824 FARM LABORERS AND FOREMAN",37500,0,"NOT IN POVERTY",11,32500
10052,10052,9,21.8333333333333,"YES",3,0,6,0,"Hispanic","FEMALE","RURAL","Yes","Missing","401 TO 575: 401-575 CRAFTSMEN,FOREMEN AND KINDRED",17500,0,"NOT IN POVERTY",60,37900
10053,10052,9,16.25,"YES",3,0,6,0,"Hispanic","MALE","RURAL","Yes","FARM","401 TO 575: 401-575 CRAFTSMEN,FOREMEN AND KINDRED",17500,0,"NOT IN POVERTY",38,NA
10054,10052,9,15.4166666666667,"YES",3,0,6,0,"Hispanic","FEMALE","RURAL","Yes","FARM","401 TO 575: 401-575 CRAFTSMEN,FOREMEN AND KINDRED",17500,0,"NOT IN POVERTY",30,595500
10055,10055,3,21.75,"YES",10.8690857046641,1,10,0,"White","FEMALE","RURAL","Yes","Missing","401 TO 575: 401-575 CRAFTSMEN,FOREMEN AND KINDRED",17500,0,"NOT IN POVERTY",38,NA
10056,10056,1,19.8333333333333,"YES",10,0,6,0,"White","FEMALE","RURAL","Yes","301 TO 395: 301-395 CLERICAL AND KINDRED","801 TO 802: 801-802 FARMERS AND FARM MANAGERS",17420.7361516035,1,"Missing",28,148000
10057,10057,5,19.8333333333333,"YES",10.8690857046641,1,12,0,"Native American","MALE","RURAL","No (or Missing)","301 TO 395: 301-395 CLERICAL AND KINDRED","401 TO 575: 401-575 CRAFTSMEN,FOREMEN AND KINDRED",17420.7361516035,1,"Missing",48,NA
10058,10057,5,17.6666666666667,"YES",12,0,12,0,"Native American","MALE","RURAL","Yes","601 TO 715: 601-715 OPERATIVES AND KINDRED","740 TO 785: 740-785 LABORERS, EXCEPT FARM",17420.7361516035,1,"Missing",32,131500
10059,10059,6,15.75,"YES",10.8690857046641,1,12,0,"White","FEMALE","RURAL","Yes","Missing","Missing",7500,0,"IN POVERTY",30,NA
10060,10060,3,21.4166666666667,"YES",10,0,10.9474264705882,1,"Hispanic","FEMALE","RURAL","Yes","Missing","401 TO 575: 401-575 CRAFTSMEN,FOREMEN AND KINDRED",17420.7361516035,1,"Missing",35,NA
10061,10061,4,21.9166666666667,"YES",9,0,3,0,"Hispanic","MALE","RURAL","Yes","Missing","601 TO 715: 601-715 OPERATIVES AND KINDRED",17420.7361516035,1,"Missing",11,195000
10062,10061,4,18.75,"YES",10.8690857046641,1,6,0,"Hispanic","FEMALE","RURAL","Yes","Missing","Missing",17420.7361516035,1,"Missing",7,308600
10063,10063,5,16.5833333333333,"YES",10.8690857046641,1,10.9474264705882,1,"Missing","FEMALE","RURAL","No (or Missing)","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD","Missing",2500,0,"IN POVERTY",69,NA
10064,10063,5,14.8333333333333,"YES",10.8690857046641,1,10.9474264705882,1,"White","FEMALE","RURAL","No (or Missing)","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD","Missing",2500,0,"IN POVERTY",18,NA
10065,10065,3,21,"YES",10.8690857046641,1,12,0,"Native American","MALE","RURAL","No (or Missing)","201 TO 245: 201-245 MANAGERS,OFFICIALS AND PROPRIETORS","201 TO 245: 201-245 MANAGERS,OFFICIALS AND PROPRIETORS",17420.7361516035,1,"Missing",72,NA
10066,10066,4,20.1666666666667,"YES",12,0,12,0,"Native American","FEMALE","URBAN","No (or Missing)","Missing","401 TO 575: 401-575 CRAFTSMEN,FOREMEN AND KINDRED",17420.7361516035,1,"Missing",NA,NA
10067,10067,2,19,"YES",6,0,0,0,"Hispanic","MALE","URBAN","Yes","FARM","601 TO 715: 601-715 OPERATIVES AND KINDRED",17420.7361516035,1,"Missing",45,14650
10068,10067,2,16.75,"YES",4,0,0,0,"Hispanic","MALE","URBAN","Yes","FARM","401 TO 575: 401-575 CRAFTSMEN,FOREMEN AND KINDRED",17420.7361516035,1,"Missing",51,67400
10069,10069,11,17,"YES",5,0,12,0,"White","MALE","URBAN","Yes","Missing","301 TO 395: 301-395 CLERICAL AND KINDRED",17420.7361516035,1,"Missing",25,-64800
10070,10069,11,14.9166666666667,"YES",10.8690857046641,1,12,0,"Hispanic","MALE","URBAN","Yes","Missing","301 TO 395: 301-395 CLERICAL AND KINDRED",6500,0,"IN POVERTY",41,6000
10071,10071,11,21.9166666666667,"NO",5,0,10.9474264705882,1,"Hispanic","MALE","URBAN","Yes","Missing","821 TO 824: 821-824 FARM LABORERS AND FOREMAN",12500,0,"IN POVERTY",1,66550
10072,10071,11,16.9166666666667,"NO",3,0,2,0,"Hispanic","FEMALE","URBAN","Yes","Missing","821 TO 824: 821-824 FARM LABORERS AND FOREMAN",17420.7361516035,1,"Missing",4,1000
10073,10071,10,14.0833333333333,"NO",2,0,3,0,"Hispanic","FEMALE","URBAN","Yes","Missing","821 TO 824: 821-824 FARM LABORERS AND FOREMAN",12500,0,"IN POVERTY",4,NA
10074,10074,5,21.5833333333333,"NO",4,0,4,0,"Hispanic","MALE","URBAN","Yes","Missing","821 TO 824: 821-824 FARM LABORERS AND FOREMAN",12500,0,"NOT IN POVERTY",5,NA
10075,10075,7,17,"NO",3,0,0,0,"Hispanic","MALE","URBAN","Yes","601 TO 715: 601-715 OPERATIVES AND KINDRED","601 TO 715: 601-715 OPERATIVES AND KINDRED",12500,0,"NOT IN POVERTY",2,28400
10076,10075,7,14.4166666666667,"NO",10.8690857046641,1,10.9474264705882,1,"Hispanic","MALE","URBAN","Yes","FARM","Missing",12500,0,"NOT IN POVERTY",11,0
10077,10077,8,16.25,"NO",8,0,4,0,"Hispanic","FEMALE","URBAN","Yes","FARM","821 TO 824: 821-824 FARM LABORERS AND FOREMAN",8500,0,"IN POVERTY",30,64250
10078,10077,8,14.5833333333333,"NO",8,0,4,0,"Hispanic","MALE","URBAN","Yes","FARM","821 TO 824: 821-824 FARM LABORERS AND FOREMAN",8500,0,"IN POVERTY",21,94800
10079,10079,7,14.75,"YES",3,0,10.9474264705882,1,"Hispanic","FEMALE","URBAN","Yes","Missing","821 TO 824: 821-824 FARM LABORERS AND FOREMAN",5500,0,"IN POVERTY",34,80700
10080,10080,2,21.75,"YES",8,0,4,0,"White","MALE","URBAN","No (or Missing)","Missing","Missing",5500,0,"NOT IN POVERTY",20,NA
10081,10081,5,15.75,"YES",10,0,10,0,"White","FEMALE","URBAN","No (or Missing)","Missing","Missing",3500,0,"IN POVERTY",19,NA
10082,10082,8,21.1666666666667,"YES",12,0,8,0,"Black","MALE","URBAN","No (or Missing)","Missing","Missing",9500,0,"IN POVERTY",12,56600
10083,10082,1,20.9166666666667,"YES",12,0,7,0,"Black","MALE","RURAL","No (or Missing)","Missing","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD",17420.7361516035,1,"Missing",17,NA
10084,10082,8,17.5,"YES",12,0,7,0,"Black","MALE","URBAN","No (or Missing)","980 TO 984: 980-984 PRIVATE HOUSEHOLD","740 TO 785: 740-785 LABORERS, EXCEPT FARM",9500,0,"IN POVERTY",20,NA
10085,10082,8,16.6666666666667,"YES",12,0,8,0,"Black","MALE","URBAN","No (or Missing)","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD","601 TO 715: 601-715 OPERATIVES AND KINDRED",9500,0,"IN POVERTY",8,167850
10086,10086,2,16.8333333333333,"YES",8,0,10.9474264705882,1,"White","FEMALE","RURAL","No (or Missing)","601 TO 715: 601-715 OPERATIVES AND KINDRED","Missing",5500,0,"NOT IN POVERTY",30,NA
10087,10087,4,14.4166666666667,"YES",3,0,0,0,"White","FEMALE","RURAL","No (or Missing)","Missing","Missing",1500,0,"IN POVERTY",14,NA
10088,10087,4,14.4166666666667,"YES",3,0,0,0,"White","FEMALE","RURAL","No (or Missing)","Missing","Missing",1500,0,"IN POVERTY",16,NA
10089,10089,5,19.8333333333333,"YES",11,0,10,0,"White","MALE","RURAL","No (or Missing)","Missing","601 TO 715: 601-715 OPERATIVES AND KINDRED",17420.7361516035,1,"Missing",6,NA
10090,10090,8,15,"YES",9,0,11,0,"White","MALE","RURAL","No (or Missing)","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD","601 TO 715: 601-715 OPERATIVES AND KINDRED",17420.7361516035,1,"Missing",38,NA
10091,10091,2,21.25,"YES",14,0,11,0,"White","MALE","RURAL","No (or Missing)","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD","301 TO 395: 301-395 CLERICAL AND KINDRED",17420.7361516035,1,"Missing",65,NA
10092,10091,2,21.5,"YES",6,0,6,0,"White","FEMALE","RURAL","No (or Missing)","Missing","401 TO 575: 401-575 CRAFTSMEN,FOREMEN AND KINDRED",17420.7361516035,1,"Missing",13,NA
10093,10093,3,20,"YES",12,0,12,0,"White","FEMALE","RURAL","No (or Missing)","601 TO 715: 601-715 OPERATIVES AND KINDRED","401 TO 575: 401-575 CRAFTSMEN,FOREMEN AND KINDRED",17420.7361516035,1,"Missing",10,NA
10094,10093,3,21.75,"YES",10,0,12,0,"Native American","MALE","RURAL","No (or Missing)","1 TO 195: 001-195 PROFESSIONAL,TECHNICAL AND KINDRED","201 TO 245: 201-245 MANAGERS,OFFICIALS AND PROPRIETORS",17420.7361516035,1,"Missing",52,NA
10095,10095,3,14.75,"YES",8,0,9,0,"White","FEMALE","RURAL","No (or Missing)","FARM","Missing",17420.7361516035,1,"Missing",9,NA
10096,10096,3,17.8333333333333,"YES",11,0,9,0,"White","FEMALE","RURAL","No (or Missing)","Missing","401 TO 575: 401-575 CRAFTSMEN,FOREMEN AND KINDRED",17420.7361516035,1,"Missing",82,NA
10097,10097,7,17.6666666666667,"YES",8,0,9,0,"Native American","FEMALE","RURAL","No (or Missing)","Missing","601 TO 715: 601-715 OPERATIVES AND KINDRED",17420.7361516035,1,"Missing",4,NA
10098,10097,5,16.6666666666667,"YES",10.8690857046641,1,10.9474264705882,1,"Native American","MALE","RURAL","No (or Missing)","Missing","601 TO 715: 601-715 OPERATIVES AND KINDRED",17420.7361516035,1,"Missing",5,NA
10099,10097,8,14.5,"YES",9,0,9,0,"White","MALE","RURAL","No (or Missing)","Missing","601 TO 715: 601-715 OPERATIVES AND KINDRED",12500,0,"IN POVERTY",5,NA
10100,10100,4,20.0833333333333,"YES",12,0,12,0,"White","MALE","RURAL","No (or Missing)","Missing","Missing",17420.7361516035,1,"Missing",19,NA
10101,10100,4,17.25,"YES",12,0,15,0,"White","FEMALE","RURAL","Yes","601 TO 715: 601-715 OPERATIVES AND KINDRED","601 TO 715: 601-715 OPERATIVES AND KINDRED",17420.7361516035,1,"Missing",51,NA
10102,10102,3,18.25,"YES",6,0,4,0,"White","FEMALE","RURAL","No (or Missing)","Missing","Missing",3500,0,"IN POVERTY",18,NA
10103,10102,3,16.6666666666667,"YES",6,0,4,0,"White","FEMALE","RURAL","No (or Missing)","Missing","Missing",3500,0,"IN POVERTY",11,NA
10104,10104,4,20.0833333333333,"YES",9,0,9,0,"White","FEMALE","RURAL","No (or Missing)","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD","Missing",17420.7361516035,1,"Missing",14,NA
10105,10105,1,20,"YES",4,0,9,0,"White","MALE","RURAL","Yes","Missing","401 TO 575: 401-575 CRAFTSMEN,FOREMEN AND KINDRED",17420.7361516035,1,"Missing",62,NA
10106,10106,5,14.1666666666667,"YES",12,0,12,0,"Black","FEMALE","RURAL","No (or Missing)","Missing","401 TO 575: 401-575 CRAFTSMEN,FOREMEN AND KINDRED",17420.7361516035,1,"Missing",16,NA
10107,10107,4,18.8333333333333,"YES",9,0,10.9474264705882,1,"White","MALE","URBAN","No (or Missing)","201 TO 245: 201-245 MANAGERS,OFFICIALS AND PROPRIETORS","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD",9500,0,"NOT IN POVERTY",11,NA
10108,10107,5,16.0833333333333,"YES",9,0,10.9474264705882,1,"White","MALE","URBAN","No (or Missing)","601 TO 715: 601-715 OPERATIVES AND KINDRED","601 TO 715: 601-715 OPERATIVES AND KINDRED",9500,0,"NOT IN POVERTY",5,NA
10109,10107,6,16,"YES",9,0,4,0,"White","FEMALE","URBAN","No (or Missing)","601 TO 715: 601-715 OPERATIVES AND KINDRED","601 TO 715: 601-715 OPERATIVES AND KINDRED",17420.7361516035,1,"Missing",16,NA
10110,10110,3,20.3333333333333,"YES",9,0,7,0,"White","MALE","URBAN","No (or Missing)","Missing","Missing",6500,0,"NOT IN POVERTY",NA,NA
10111,10111,10,22,"YES",9,0,10.9474264705882,1,"Black","FEMALE","URBAN","No (or Missing)","Missing","Missing",3500,0,"IN POVERTY",2,0
10112,10112,5,21.4166666666667,"YES",6,0,8,0,"Black","FEMALE","URBAN","No (or Missing)","980 TO 984: 980-984 PRIVATE HOUSEHOLD","Missing",17420.7361516035,1,"Missing",27,40875
10113,10113,3,18.1666666666667,"YES",10.8690857046641,1,10.9474264705882,1,"Black","FEMALE","URBAN","No (or Missing)","601 TO 715: 601-715 OPERATIVES AND KINDRED","Missing",17420.7361516035,1,"Missing",4,-103
10114,10114,5,14.0833333333333,"YES",12,0,12,0,"Black","MALE","URBAN","No (or Missing)","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD","Missing",17420.7361516035,1,"Missing",25,240950
10115,10115,2,16.3333333333333,"YES",10,0,12,0,"Black","MALE","URBAN","No (or Missing)","Missing","Missing",2500,0,"IN POVERTY",12,-1637.5
10116,10116,7,17.0833333333333,"YES",10,0,10,0,"Black","FEMALE","URBAN","No (or Missing)","980 TO 984: 980-984 PRIVATE HOUSEHOLD","Missing",2500,0,"IN POVERTY",8,NA
10117,10117,2,20.0833333333333,"YES",10.8690857046641,1,12,0,"Missing","FEMALE","RURAL","No (or Missing)","Missing","260 TO 285: 260-285 SALES WORKERS",17420.7361516035,1,"Missing",38,NA
10118,10118,3,21.6666666666667,"YES",10.8690857046641,1,0,0,"White","MALE","RURAL","No (or Missing)","Missing","Missing",17420.7361516035,1,"Missing",19,NA
10119,10118,3,21.75,"YES",9,0,9,0,"White","FEMALE","RURAL","No (or Missing)","Missing","601 TO 715: 601-715 OPERATIVES AND KINDRED",17420.7361516035,1,"Missing",38,NA
10120,10120,6,19.1666666666667,"YES",14,0,12,0,"White","MALE","RURAL","No (or Missing)","Missing","1 TO 195: 001-195 PROFESSIONAL,TECHNICAL AND KINDRED",6500,0,"IN POVERTY",55,NA
10121,10120,6,17.4166666666667,"YES",15,0,10,0,"White","MALE","RURAL","No (or Missing)","Missing","Missing",17420.7361516035,1,"Missing",63,NA
10122,10122,4,15.6666666666667,"YES",9,0,9,0,"White","MALE","RURAL","No (or Missing)","601 TO 715: 601-715 OPERATIVES AND KINDRED","401 TO 575: 401-575 CRAFTSMEN,FOREMEN AND KINDRED",8500,0,"NOT IN POVERTY",25,NA
10123,10123,6,15.0833333333333,"YES",13,0,17,0,"Hispanic","MALE","RURAL","No (or Missing)","Missing","1 TO 195: 001-195 PROFESSIONAL,TECHNICAL AND KINDRED",37500,0,"NOT IN POVERTY",91,166735
10124,10124,3,21.5,"YES",4,0,12,0,"Black","FEMALE","RURAL","Yes","980 TO 984: 980-984 PRIVATE HOUSEHOLD","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD",17420.7361516035,1,"Missing",9,0
10125,10125,4,20.0833333333333,"YES",7,0,8,0,"Black","FEMALE","URBAN","No (or Missing)","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD","Missing",12500,0,"NOT IN POVERTY",16,45562.5
10126,10126,6,20.0833333333333,"YES",10,0,6,0,"Black","MALE","RURAL","No (or Missing)","980 TO 984: 980-984 PRIVATE HOUSEHOLD","601 TO 715: 601-715 OPERATIVES AND KINDRED",12500,0,"NOT IN POVERTY",27,43900
10127,10126,6,19.75,"YES",10,0,6,0,"Black","FEMALE","RURAL","No (or Missing)","980 TO 984: 980-984 PRIVATE HOUSEHOLD","601 TO 715: 601-715 OPERATIVES AND KINDRED",12500,0,"NOT IN POVERTY",18,36750
10128,10126,6,16.6666666666667,"YES",10,0,10,0,"Black","MALE","RURAL","No (or Missing)","980 TO 984: 980-984 PRIVATE HOUSEHOLD","601 TO 715: 601-715 OPERATIVES AND KINDRED",12500,0,"NOT IN POVERTY",6,88450
10129,10129,1,17.4166666666667,"YES",12,0,8,0,"Black","FEMALE","RURAL","No (or Missing)","Missing","Missing",8500,0,"NOT IN POVERTY",9,21016.5
10130,10130,5,19.6666666666667,"YES",6,0,10.9474264705882,1,"Black","FEMALE","RURAL","No (or Missing)","980 TO 984: 980-984 PRIVATE HOUSEHOLD","Missing",2500,0,"IN POVERTY",8,2500
10131,10130,5,18.6666666666667,"YES",11,0,10.9474264705882,1,"Black","MALE","RURAL","No (or Missing)","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD","Missing",2500,0,"IN POVERTY",25,NA
10132,10130,5,17.9166666666667,"YES",11,0,10.9474264705882,1,"Black","FEMALE","RURAL","No (or Missing)","980 TO 984: 980-984 PRIVATE HOUSEHOLD","Missing",2500,0,"IN POVERTY",35,225350
10133,10133,6,14.3333333333333,"YES",12,0,15,0,"Black","MALE","URBAN","No (or Missing)","Missing","Missing",7500,0,"IN POVERTY",6,24600
10134,10134,5,17.5833333333333,"YES",8,0,12,0,"White","MALE","RURAL","No (or Missing)","301 TO 395: 301-395 CLERICAL AND KINDRED","Missing",12500,0,"NOT IN POVERTY",45,NA
10135,10135,3,16.0833333333333,"YES",11,0,5,0,"Black","FEMALE","RURAL","No (or Missing)","Missing","Missing",6500,0,"NOT IN POVERTY",7,10000
10136,10136,3,21.5,"YES",9,0,6,0,"White","FEMALE","RURAL","No (or Missing)","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD","Missing",17420.7361516035,1,"Missing",8,NA
10137,10137,4,18.1666666666667,"YES",12,0,12,0,"Black","MALE","RURAL","No (or Missing)","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD","Missing",12500,0,"NOT IN POVERTY",13,155500
10138,10137,4,17.5833333333333,"YES",12,0,12,0,"Black","FEMALE","RURAL","No (or Missing)","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD","Missing",12500,0,"NOT IN POVERTY",10,37725
10139,10137,4,16.5,"YES",12,0,12,0,"Black","MALE","RURAL","No (or Missing)","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD","Missing",12500,0,"NOT IN POVERTY",20,132532.5
10140,10140,1,20.5,"YES",9,0,11,0,"White","FEMALE","RURAL","No (or Missing)","601 TO 715: 601-715 OPERATIVES AND KINDRED","601 TO 715: 601-715 OPERATIVES AND KINDRED",17420.7361516035,1,"Missing",47,NA
10141,10141,5,17.5,"YES",12,0,8,0,"White","MALE","RURAL","No (or Missing)","601 TO 715: 601-715 OPERATIVES AND KINDRED","Missing",3500,0,"IN POVERTY",17,NA
10142,10141,5,15.5833333333333,"YES",12,0,5,0,"White","FEMALE","RURAL","No (or Missing)","Missing","Missing",3500,0,"IN POVERTY",10,NA
10143,10143,4,16.3333333333333,"YES",6,0,4,0,"White","MALE","RURAL","No (or Missing)","Missing","Missing",7500,0,"NOT IN POVERTY",3,NA
10144,10144,1,19.0833333333333,"NO",17,0,17,0,"White","FEMALE","URBAN","Yes","Missing","201 TO 245: 201-245 MANAGERS,OFFICIALS AND PROPRIETORS",17420.7361516035,1,"Missing",58,NA
10145,10144,3,17.1666666666667,"YES",15,0,11,0,"White","FEMALE","RURAL","No (or Missing)","601 TO 715: 601-715 OPERATIVES AND KINDRED","Missing",6500,0,"NOT IN POVERTY",49,NA
10146,10144,3,16.0833333333333,"YES",14,0,15,0,"Other","MALE","RURAL","No (or Missing)","601 TO 715: 601-715 OPERATIVES AND KINDRED","Missing",6500,0,"NOT IN POVERTY",31,NA
10147,10147,3,21,"YES",10,0,11,0,"White","MALE","RURAL","No (or Missing)","Missing","Missing",22500,0,"NOT IN POVERTY",91,NA
10148,10148,7,14.6666666666667,"YES",10,0,10.9474264705882,1,"Native American","FEMALE","RURAL","No (or Missing)","601 TO 715: 601-715 OPERATIVES AND KINDRED","Missing",2500,0,"IN POVERTY",NA,NA
10149,10149,8,18.6666666666667,"YES",10.8690857046641,1,12,0,"White","FEMALE","RURAL","No (or Missing)","201 TO 245: 201-245 MANAGERS,OFFICIALS AND PROPRIETORS","740 TO 785: 740-785 LABORERS, EXCEPT FARM",17420.7361516035,1,"Missing",24,NA
10150,10149,8,17.8333333333333,"YES",11,0,12,0,"Native American","FEMALE","RURAL","No (or Missing)","201 TO 245: 201-245 MANAGERS,OFFICIALS AND PROPRIETORS","201 TO 245: 201-245 MANAGERS,OFFICIALS AND PROPRIETORS",17420.7361516035,1,"Missing",9,NA
10151,10151,7,19.5,"YES",5,0,5,0,"Black","FEMALE","RURAL","No (or Missing)","980 TO 984: 980-984 PRIVATE HOUSEHOLD","601 TO 715: 601-715 OPERATIVES AND KINDRED",6500,0,"IN POVERTY",6,4035
10152,10152,6,18.25,"YES",9,0,10,0,"Black","MALE","RURAL","No (or Missing)","601 TO 715: 601-715 OPERATIVES AND KINDRED","Missing",4500,0,"IN POVERTY",16,9000
10153,10153,4,18.75,"YES",9,0,10.9474264705882,1,"Black","FEMALE","RURAL","No (or Missing)","980 TO 984: 980-984 PRIVATE HOUSEHOLD","740 TO 785: 740-785 LABORERS, EXCEPT FARM",9500,0,"NOT IN POVERTY",64,373250
10154,10153,4,15.0833333333333,"YES",8,0,9,0,"Black","MALE","RURAL","No (or Missing)","980 TO 984: 980-984 PRIVATE HOUSEHOLD","Missing",9500,0,"NOT IN POVERTY",12,246500
10155,10155,6,18.75,"YES",10.8690857046641,1,10,0,"Black","MALE","RURAL","No (or Missing)","601 TO 715: 601-715 OPERATIVES AND KINDRED","740 TO 785: 740-785 LABORERS, EXCEPT FARM",9500,0,"NOT IN POVERTY",12,NA
10156,10155,6,17.8333333333333,"YES",9,0,10.9474264705882,1,"Black","FEMALE","RURAL","No (or Missing)","601 TO 715: 601-715 OPERATIVES AND KINDRED","Missing",9500,0,"NOT IN POVERTY",22,16000
10157,10157,5,19.9166666666667,"YES",10.8690857046641,1,10.9474264705882,1,"Black","MALE","RURAL","No (or Missing)","Missing","Missing",3500,0,"IN POVERTY",3,0
10158,10157,5,17.75,"YES",8,0,13,0,"Black","MALE","RURAL","No (or Missing)","601 TO 715: 601-715 OPERATIVES AND KINDRED","Missing",5500,0,"IN POVERTY",8,50000
10159,10159,3,14.6666666666667,"YES",12,0,12,0,"Black","FEMALE","RURAL","No (or Missing)","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD","601 TO 715: 601-715 OPERATIVES AND KINDRED",12500,0,"NOT IN POVERTY",16,402000
10160,10160,8,18.0833333333333,"YES",11,0,10.9474264705882,1,"Black","MALE","RURAL","No (or Missing)","601 TO 715: 601-715 OPERATIVES AND KINDRED","740 TO 785: 740-785 LABORERS, EXCEPT FARM",12500,0,"NOT IN POVERTY",3,-52803.5
10161,10160,8,16.75,"YES",9,0,10.9474264705882,1,"Black","MALE","RURAL","No (or Missing)","601 TO 715: 601-715 OPERATIVES AND KINDRED","401 TO 575: 401-575 CRAFTSMEN,FOREMEN AND KINDRED",12500,0,"NOT IN POVERTY",60,123250
10162,10160,8,14.9166666666667,"YES",10,0,10,0,"Black","FEMALE","RURAL","No (or Missing)","601 TO 715: 601-715 OPERATIVES AND KINDRED","Missing",12500,0,"NOT IN POVERTY",13,1000
10163,10163,6,18.4166666666667,"YES",12,0,12,0,"Black","MALE","RURAL","No (or Missing)","Missing","740 TO 785: 740-785 LABORERS, EXCEPT FARM",17420.7361516035,1,"Missing",2,63000
10164,10164,5,21.9166666666667,"YES",7,0,10.9474264705882,1,"Black","FEMALE","RURAL","No (or Missing)","980 TO 984: 980-984 PRIVATE HOUSEHOLD","Missing",17420.7361516035,1,"Missing",12,60050
10165,10164,5,19.5833333333333,"YES",10.8690857046641,1,10.9474264705882,1,"Black","MALE","RURAL","No (or Missing)","980 TO 984: 980-984 PRIVATE HOUSEHOLD","821 TO 824: 821-824 FARM LABORERS AND FOREMAN",17420.7361516035,1,"Missing",3,171352.5
10166,10166,3,20.5,"YES",12,0,12,0,"Black","FEMALE","RURAL","No (or Missing)","601 TO 715: 601-715 OPERATIVES AND KINDRED","301 TO 395: 301-395 CLERICAL AND KINDRED",17420.7361516035,1,"Missing",53,219875
10167,10167,6,20.25,"YES",8,0,8,0,"Black","MALE","RURAL","No (or Missing)","Missing","Missing",12500,0,"NOT IN POVERTY",44,206650
10168,10167,6,18.3333333333333,"YES",10.8690857046641,1,10.9474264705882,1,"Black","FEMALE","RURAL","No (or Missing)","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD","601 TO 715: 601-715 OPERATIVES AND KINDRED",12500,0,"NOT IN POVERTY",14,NA
10169,10167,6,17.5,"YES",11,0,12,0,"Black","MALE","RURAL","No (or Missing)","901 TO 965: 901-965 SERVICE WORKERS, EXCEPT PRIVATE HOUSEHOLD","601 TO 715: 601-715 OPERATIVES AND KINDRED",12500,0,"NOT IN POVERTY",26,-1950
